R_death_2018,Less than a high school diploma 2014-18,Employed_2018,anycondition_prevalence,Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Percent of Population Aged 60+,Internal Medicine Primary Care (2019),POP_ESTIMATE_2018,Civilian_labor_force_2018,Family Medicine/General Practice Primary Care (2019),R_birth_2018,Total Specialist Physicians (2019),30-39,60-69,Asian-alone pop,80+,CI90LBINC_2018,anycondition_number,40-49,Obesity_prevalence,Heart disease_prevalence,Some college or associate's degree 2014-18,Median_Household_Income_2018,Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),70-79,Active General Surgeons per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),High school diploma only 2014-18,Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Two or more races pop,19-Oct,Total nurse practitioners (2019),R_INTERNATIONAL_MIG_2018,COPD_prevalence,diabetes_prevalence,Bachelor's degree or higher 2014-18,N_POP_CHG_2018,Unemployed_2018,50-59,R_NET_MIG_2018,GQ_ESTIMATES_2018,CI90UBINC_2018,R_DOMESTIC_MIG_2018,COPD_number,Population Aged 60+,Total physician assistants (2019),CKD_prevalence,Native American/American Indian-alone pop,Hawaiian/Pacific Islander-alone pop,0-9,Black-alone pop,county_pop2018_18 and older,White-alone pop,Heart disease_number,20-29,diabetes_number,Active Physicians per 100000 Population 2018 (AAMC),Total Hospitals (2019),CKD_number
12.4,185,1897,52.6,6.3,35.9,1.491192699,3603,1946,2.213895219,11.3,4.718603952,326,599,19,351,37906,1509,332,39.7,10.4,1038,41899,80.5,357,6.8,88.0,1010,206.5,80,402,2.031982085,0,9.7,14.2,527,-33,49,513,92,56,45892,383,277,1327,1.02960359,3.8,14,5,396,8,2869,3477,297,327,406,227.6,0.1720131,110
16.2,1921,4862,55.9,6.3,26.2,8.336180713,13401,5129,5.984725907,11.6,23.76609904,1492,1817,46,658,29486,5771,1596,37.5,11.3,2603,32802,79.0,1223,7.0,86.6,4034,236.3,238,1592,7.474345184,7,13.7,15.6,1044,-168,267,1854,54,63,36118,163,1419,3623,1.45462088,4.1,131,4,1746,81,10326,12901,1164,1423,1610,273.1,0.266862778,423
8.9,869,3914,48.0,7.8,24.2,3.748682075,6968,4057,2.679552564,8.9,11.20417822,856,838,21,252,50918,2607,764,36.0,8.7,1507,57299,75.8,538,9.1,84.1,1857,231.8,103,887,3.534856173,7,10.4,12.5,558,42,143,1137,14,20,63680,229,562,1649,1.146884384,3.3,55,4,800,288,5427,6497,472,896,680,260.3,0.236255193,177
5.9,33294,311317,35.6,8.3,17.6,366.4002892,597695,322574,282.1096816,11.5,878.8472487,94775,60672,68418,18090,80086,164334,84670,28.0,5.2,120704,82819,101.0,34489,9.2,109.4,69211,271.5,26345,75508,299.6523969,74,5.3,9.5,173384,6531,11257,73003,112,7348,85552,55,24373,100693,165.1582463,2.4,6821,3144,73927,14664,461081,478303,23947,82561,43790,303.4,8.700045792,11292
8.9,72057,424005,44.5,7.4,18.1,495.8021433,935764,442379,343.6197737,13.7,1396.456385,126175,102137,25337,28105,45793,313134,114570,33.9,7.2,180080,47924,77.8,53408,8.1,85.1,167979,225.8,14550,125123,794.4997824,16,8.5,14.6,189720,-209,18374,117568,338,18241,50055,165,60056,169553,164.7605673,3.4,3148,698,131010,507131,703043,384900,50635,137668,102346,253.1,15.89552453,23966
13.2,3187,12292,45.6,6.2,31.9,13.19732377,27109,12750,10.50564408,7.7,39.10637244,2771,4448,152,1590,37707,10171,3252,32.7,10.2,6663,41864,78.1,3174,7.1,86.2,6534,223.5,307,2812,12.31489143,46,10.7,13.6,3848,306,458,4013,478,323,46021,413,2382,8552,11.07478683,3.8,115,15,2465,261,22326,26259,2272,2584,3040,255.0,0.292403613,845
13.7,2320,9236,49.0,5.8,26.1,18.10810434,23906,9879,11.35907819,12.9,40.12265083,2797,3159,156,1260,36597,9179,2827,35.8,9.5,6880,40761,87.2,2103,7.0,99.6,4877,240.5,498,2846,9.312042464,0,11.1,13.1,3039,-129,643,3315,99,883,44925,356,2070,6376,4.675722309,3.8,114,21,2839,932,18726,22185,1778,2760,2449,284.4,0.350866803,708
11.4,6351,36116,44.5,6.1,24.8,32.38327806,82366,37645,40.90065868,11.8,107.1565256,9264,10471,1033,3964,51740,28362,9727,34.7,8.5,17783,55365,74.4,7188,6.5,80.3,20794,212.0,2260,10331,42.50074463,9,10.3,13.3,12110,55,1529,11255,10,1281,58990,15,6556,20461,10.40055871,3.4,331,40,10080,6343,63686,72359,5442,10086,8486,230.8,1.624702662,2137
6.3,13931,128664,37.4,6.1,17.9,120.2677626,254149,132799,82.40926843,11.0,308.9562371,32786,27331,5102,6123,79293,71867,37795,28.5,5.8,51003,82733,71.9,16788,7.0,79.1,36896,202.9,5486,36466,116.3297061,40,6.4,10.0,59717,6255,4135,35883,270,1732,86173,265,12361,42210,80.37984053,2.6,1371,256,31784,18831,192056,223103,11142,29193,19193,228.7,3.503179104,4965
10.1,8476,50683,48.3,6.3,22.3,64.48860939,103670,52287,46.29777888,11.7,183.854301,12399,13206,557,4166,54766,38545,11947,36.6,7.7,24949,58738,79.0,8002,7.0,86.6,23225,236.3,1482,13129,57.82145849,3,9.1,11.0,14241,382,1604,15698,131,858,62710,150,7300,22817,11.25293237,3.0,420,69,12832,1032,79847,100110,6130,12291,8774,273.1,2.064447742,2379
10.9,289,743,41.4,9.4,25.5,0.724070771,2236,782,1.235550995,11.3,2.424795139,187,359,11,132,34310,696,250,31.4,10.0,353,38449,88.0,231,9.8,91.5,504,236.2,59,351,1.060847873,78,9.8,13.2,283,52,39,219,206,147,42588,100,165,537,0.822999045,3.9,115,0,297,10,1682,2041,169,210,223,247.1,0.117871986,66
12.3,539,5426,44.4,6.5,29.7,4.340789159,10720,5570,7.339941606,10.6,13.88169428,1112,1561,43,690,54375,3696,1209,37.6,8.3,2594,60306,77.9,976,6.9,84.8,2904,193.1,132,1432,6.528166482,25,7.7,11.3,1486,53,144,1533,210,168,66237,105,641,3168,2.897255988,3.3,40,8,1207,64,8319,10433,694,1000,941,218.2,0.400792739,274
9.8,384,2653,47.6,5.8,26.8,4.84175533,6392,2779,3.037196847,11.0,10.72801741,676,903,25,372,46367,2359,771,35.4,8.2,1930,51280,87.2,579,7.0,99.6,1591,240.5,75,816,2.489859258,0,9.2,11.3,633,-79,126,882,342,52,56193,346,454,1759,1.250197315,3.3,33,0,738,34,4959,6225,408,655,560,284.4,0.093814967,162
12.0,1352,4166,53.0,6.5,25.7,3.250488333,10897,4362,6.09240583,11.2,13.15019585,1298,1357,50,536,34162,4393,1312,37.0,10.2,1880,37729,75.0,911,7.0,79.9,3120,188.2,173,1416,4.718450806,0,10.4,16.3,1142,44,196,1429,22,226,41296,82,865,2825,0.755675263,4.0,166,5,1418,3015,8286,7488,847,1220,1355,207.6,0.318179058,332
6.1,40881,411814,35.4,6.1,16.3,358.1617875,756865,426279,245.4178098,12.3,920.0829528,108915,75450,42069,18203,75736,204702,108007,27.9,5.3,132011,78603,71.9,41049,7.0,79.1,93091,202.9,19580,102710,346.4341115,53,5.7,10.0,231209,4082,14465,102384,154,9330,81470,11,32770,120689,239.3740995,2.6,3814,520,95177,217063,578319,473819,30401,104970,57758,228.7,10.43259526,15020
10.2,80,918,41.0,9.4,28.9,0.60425584,1866,955,1.031099355,7.5,2.023554441,169,374,8,125,39635,618,188,31.3,10.1,420,44572,88.0,246,9.8,91.5,598,236.2,32,180,0.885305068,17,8.8,13.3,387,10,37,225,162,174,49509,92,132,578,0.686814051,3.9,14,0,210,9,1505,1803,152,149,200,247.1,0.09836723,59
8.1,11027,86523,42.8,7.1,18.8,88.87366244,169290,89687,95.39650005,11.1,267.8148996,21485,18903,2898,5802,61221,55934,21536,35.3,6.4,37507,65013,86.4,10019,7.9,94.6,34817,238.3,4608,23625,88.55334452,5,6.4,9.5,28785,708,3164,25246,25,4385,68805,20,8358,31603,53.5804518,2.8,1257,168,20178,12572,130616,147787,8397,22496,12358,264.9,3.872934831,3700
19.9,51,754,36.5,8.5,16.9,0.339369547,1148,836,0.921590696,9.5,1.317002921,245,155,29,27,68393,352,175,28.9,5.4,296,74635,105.6,69,9.6,112.8,189,256.7,61,74,0.7472357,35,5.7,7.9,273,-14,82,147,75,32,80877,80,55,175,0.5386324,2.4,59,4,117,8,966,987,53,139,77,276.9,0.032691562,23
10.1,3733,29802,47.5,7.1,23.3,41.86051464,61893,31155,28.62356971,11.9,120.6256317,6640,7972,379,2675,52002,22721,6938,34.8,8.2,11156,56885,83.7,4882,8.3,93.7,15990,248.6,874,8819,31.97516417,7,9.3,11.8,9122,590,1353,8148,332,3576,61768,88,4450,14197,11.83912354,3.0,152,21,7547,646,47832,59821,3945,8272,5658,292.7,1.027186926,1457
11.8,2259,8264,52.2,6.1,23.8,7.662357114,19489,8597,9.677693915,11.5,25.35480085,2140,2652,79,869,40554,7861,2267,37.2,9.7,3501,44968,74.4,1721,6.5,80.3,6095,212.0,233,2538,10.05629765,2,12.3,14.5,1660,85,333,2799,49,258,49382,121,1847,4677,2.460924273,3.6,86,2,2333,286,15064,18803,1460,2170,2192,230.8,0.384428407,540
12.2,2168,7928,50.9,5.4,28.0,6.957899048,18389,8223,6.158317279,11.7,21.71812725,2016,2673,75,991,48528,7277,1974,38.4,9.2,3244,53626,66.5,1554,6.2,72.9,4864,199.9,326,2262,6.342836149,44,8.9,14.4,2120,321,295,2679,298,180,58724,299,1268,4934,3.743554709,3.6,197,7,2220,2372,14310,15412,1310,2020,2063,224.8,0.335081142,515
2.0,4,275,39.4,9.4,31.1,0.166121782,513,287,0.283469437,3.9,0.556314806,47,85,0,35,36445,166,51,28.8,8.6,99,41009,88.0,62,9.8,91.5,137,236.2,17,55,0.243387728,0,7.1,11.3,98,2,12,84,359,0,45573,150,30,141,0.188818654,3.4,5,0,50,0,421,491,36,44,48,247.1,0.027043081,14
13.7,1754,4434,57.2,6.9,28.5,6.002958139,12841,4694,4.907451117,10.4,16.66116434,1289,1824,23,717,36327,5876,1478,42.9,11.0,2851,39907,71.2,1371,7.6,77.2,3606,196.7,96,1489,6.664991159,4,11.8,19.2,1225,-94,260,1947,11,129,43487,11,1212,3759,1.40550661,4.5,24,0,1324,5355,10274,7343,1135,1402,1976,217.1,0.265338631,464
8.0,53735,386136,37.5,7.4,16.7,366.9580354,692587,396574,254.3232997,14.2,1033.55925,118924,68113,27244,19378,59182,205657,83837,31.5,6.1,120319,60799,77.8,35280,8.1,85.1,106640,225.8,17350,76313,588.0331161,30,7.1,10.6,189249,3581,10438,80844,137,26433,62416,148,38870,113356,121.944237,2.8,3374,777,85718,191637,548560,452205,33256,124180,58228,253.1,11.76475441,15193
10.7,1921,12706,37.0,7.1,28.3,11.49552072,26158,13338,12.50591408,10.0,33.47616882,2990,4206,171,1257,45762,7539,2799,24.9,8.2,5739,50180,88.9,2490,7.8,95.4,5361,262.5,660,3147,13.29585797,8,8.2,11.4,5207,10,632,3459,25,243,54598,203,1678,7299,10.31979028,3.6,3677,29,3138,134,20402,21487,1677,2672,2321,285.7,0.408750038,740
8.1,7115,45083,46.0,7.6,18.3,40.82595971,92368,46892,39.27560681,10.8,133.4543776,10522,9335,1083,2793,48854,33675,11210,36.7,7.5,15747,51897,72.9,5629,8.3,77.3,15231,214.6,1951,13495,60.64980546,40,9.4,11.2,16727,1142,1809,10994,407,6673,54940,406,6893,16155,20.38197279,2.8,317,54,10579,4206,73224,84757,5496,17811,8192,230.9,2.17049406,2046
12.4,5043,30220,46.9,7.5,25.2,66.80864472,70975,31984,20.14360508,8.6,161.2897871,8612,8718,817,3863,40021,27494,8302,35.7,8.5,14979,43535,97.6,6445,9.6,116.2,21007,306.1,1468,8334,39.26534798,5,9.4,12.8,9161,-411,1764,9280,31,7592,47049,352,5535,18311,27.02649288,3.3,147,46,6618,5815,58654,62682,4957,10803,7481,386.0,0.587277116,1934
12.2,3834,9559,54.8,6.7,18.8,11.41642676,28919,10251,10.62240895,15.3,32.73870981,3391,3107,174,1044,26020,11485,3088,45.1,9.7,4481,29244,61.2,1740,7.1,65.9,6599,174.8,214,4500,20.19903835,3,11.0,19.2,3157,-405,692,3291,119,1490,32468,435,2296,5674,1.036096406,4.6,131,2,4406,21615,20950,6783,2037,4352,4027,191.3,0.958631254,968
14.0,1550,5203,52.6,6.3,26.2,6.434576531,12902,5456,5.648431235,15.5,17.80111662,1392,1620,151,664,30531,5105,1418,38.5,9.4,2718,33892,81.7,1051,7.3,90.3,2806,231.8,335,1611,6.78296462,2,10.1,16.9,1913,-67,253,1822,3,377,37253,3,982,3469,3.183964187,4.3,62,8,1848,6073,9708,6273,910,1476,1639,263.2,0.145414159,413
2.9,2145,8702,39.1,6.3,11.3,8.631469231,17307,8944,7.576918259,1.0,23.87877269,3089,1216,2056,284,68834,5230,2752,31.7,5.0,2945,77032,81.7,611,7.3,90.3,2564,231.8,587,2444,9.098803959,66,5.4,10.5,3162,621,242,2329,558,6,85230,506,721,1822,4.271033033,2.5,276,53,1892,2639,13389,11696,669,2690,1405,263.2,0.195061452,329
8.4,4971,23490,44.6,6.3,20.5,25.86348662,51859,24178,22.70361149,12.1,71.55077559,6561,5927,880,1713,65919,17387,6677,34.8,7.2,10220,72111,81.7,3740,7.3,90.3,10172,231.8,1635,7134,27.26381664,32,7.7,11.7,8332,592,688,7365,398,1475,78303,31,3008,10197,12.7977987,3.0,406,83,6940,7692,38995,41163,2801,5802,4572,263.2,0.584485573,1170
9.7,2345,9863,46.9,6.3,22.4,15.40398799,24763,10257,11.05885886,11.6,43.91611899,3261,2788,197,1045,40663,9087,3205,38.2,8.1,6122,44975,79.0,1779,7.0,86.6,6078,236.3,614,3029,13.81144764,12,9.8,11.7,2626,-169,394,3284,126,2255,49287,308,1903,5586,2.687917085,3.2,137,6,2904,1379,19384,22430,1577,3468,2271,273.1,0.493121631,611
9.6,6015,19820,50.1,7.4,20.5,25.98213385,49038,20592,18.00713263,13.3,73.18023371,6097,5240,522,1517,45538,18324,6340,37.3,8.6,7509,49860,77.8,3441,8.1,85.1,12740,225.8,1081,6863,41.63515623,17,10.8,13.6,5106,900,772,6401,290,544,54182,195,3966,9596,8.634152091,3.3,559,87,6701,4115,36583,42674,3158,6438,4957,253.1,0.832992861,1213
5.2,503,1526,50.4,5.4,17.8,1.389006874,3671,1580,1.229386195,15.5,4.335594384,499,404,25,143,48001,1304,429,39.3,8.4,653,53867,66.5,225,6.2,72.9,927,199.9,60,552,1.266221736,18,7.8,14.7,228,10,54,383,55,62,59733,343,201,636,0.747326627,3.5,96,0,616,123,2588,3367,217,420,381,224.8,0.06689232,91
13.0,56,1145,44.3,6.2,37.5,0.920752327,1987,1173,1.297704622,9.0,2.827142211,169,330,2,202,41698,719,189,33.1,9.1,623,46245,80.3,225,6.8,88.2,439,214.5,7,233,1.076270897,0,7.7,11.9,319,-12,28,269,31,54,50792,315,124,734,0.846597777,3.6,5,1,174,4,1622,1968,147,196,193,239.2,0.09578296,58
9.0,676,7156,45.3,6.5,24.0,6.099375662,15063,7307,10.31357653,10.2,19.50559337,1684,2108,61,608,57900,5210,1948,35.9,7.2,3620,64271,77.9,1186,6.9,84.8,3562,193.1,181,2036,9.172926466,4,6.8,10.1,2442,10,151,2181,21,565,70642,4,788,3584,4.071023036,2.9,102,14,1845,109,11510,14596,824,1467,1168,218.2,0.563166141,334
6.4,2479,46810,29.0,8.3,20.9,56.45995538,92101,48345,43.47130858,8.2,135.4247743,10011,10856,6555,3312,58874,22352,9024,21.9,5.8,15157,63600,101.0,6330,9.2,109.4,7563,271.5,3772,12831,46.17452949,102,5.9,8.3,29165,534,1535,9482,115,5325,68326,309,4562,18413,25.44983586,2.6,777,245,7775,1115,77133,79637,4488,22480,6380,303.4,1.340621751,1977
13.9,310,1360,52.6,6.3,33.8,1.369513362,3309,1417,2.033244319,8.1,4.333572156,362,504,3,241,36743,1395,313,38.3,11.1,855,41129,80.5,417,6.8,88.0,870,206.5,147,383,1.866175054,0,11.0,15.7,411,-19,57,441,4,79,45515,321,291,1156,0.945589309,4.2,194,2,351,39,2651,2924,294,297,416,227.6,0.15797706,110
11.2,3376,14626,45.1,6.1,27.9,15.13349668,31980,15158,10.36969811,9.6,38.87648766,3395,4838,214,1270,59622,11480,3865,32.3,8.4,7160,65062,71.9,3326,7.0,79.1,6492,202.9,441,3804,14.63796435,4,9.3,12.7,5298,454,532,4678,305,398,70502,299,2362,8464,10.11433175,3.3,169,14,3305,394,25480,30748,2152,3499,3234,228.7,0.440810972,836
12.2,3981,21310,44.2,7.2,29.9,41.54269411,51276,22367,28.84286511,8.0,107.1678193,5758,8216,350,2742,49394,18888,6121,33.3,8.8,10049,53602,88.2,5605,8.7,100.8,17118,273.3,611,5028,28.03811554,3,9.1,12.7,7971,61,1057,7912,218,3727,57810,368,3904,15447,22.6971408,3.4,157,16,4417,1785,42756,48357,3757,5477,5451,320.5,0.796742109,1457
8.2,29717,189277,38.4,6.7,20.2,293.4902509,369811,196494,112.4146534,11.4,650.4109266,45632,40592,42984,14922,76688,111806,49118,30.5,6.1,53403,79979,87.5,23122,7.6,97.7,60605,271.0,9020,49497,229.0220246,54,5.8,11.3,103968,1209,7217,51694,4,20371,83270,137,17022,75299,77.29545222,2.8,2235,806,42440,79472,291116,235294,17650,52794,32972,306.5,3.403988766,8158
8.5,1768,4673,47.9,6.0,26.8,6.388884155,11736,4840,4.56230796,8.2,16.03585128,1510,1861,57,516,35911,4715,1340,33.7,10.7,2461,40297,80.1,1338,6.9,86.8,3200,240.7,233,1006,6.810401738,16,12.5,14.3,1537,-16,167,1609,137,1464,44683,224,1235,3127,3.357263575,4.0,117,9,1054,1455,9848,9865,1053,1502,1411,265.2,0.119567733,392
13.0,372,555,56.2,6.1,27.7,0.760933792,1608,585,0.521403207,7.4,1.954765233,164,254,25,113,30374,751,179,39.3,11.7,212,34090,71.9,180,7.0,79.1,617,202.9,33,138,0.73601772,0,12.7,22.1,90,-14,30,253,136,7,37806,68,170,511,0.508563022,5.2,3,0,157,872,1336,675,157,170,296,228.7,0.022164604,70
13.8,366,3400,44.3,6.6,33.8,3.814790082,6658,3528,4.160079014,9.6,11.13349155,657,1074,54,636,48324,2355,631,34.4,8.8,1841,52445,96.0,690,7.4,104.9,1840,265.0,91,771,3.417292516,2,6.9,11.8,953,-37,128,933,345,154,56566,288,366,2313,2.150046541,3.5,19,14,693,49,5316,6431,469,573,626,302.7,0.150693107,189
10.3,3658,16493,53.3,7.6,23.9,16.02178475,36249,17202,15.41336254,11.6,52.37298345,4172,4448,237,1481,45774,15005,4860,39.4,9.4,7689,50162,72.9,2933,8.3,77.3,8732,214.6,549,4417,23.80147668,3,11.4,14.0,5037,309,709,5194,401,458,54550,167,3224,8552,7.998723929,3.3,87,12,4414,1747,28162,33617,2659,4330,3937,230.9,0.851791088,942
4.4,788,7993,37.2,6.3,11.7,9.146155558,18339,8301,8.02872271,7.6,25.30264127,1735,1404,391,429,34914,5980,1633,29.9,5.2,2164,39254,81.7,661,7.3,90.3,1859,231.8,469,3579,9.641357012,31,6.5,7.8,3092,680,308,1635,560,3473,43594,561,1044,2037,4.525710683,2.3,47,5,1276,1787,16054,15640,827,5987,1260,263.2,0.206692781,374
8.6,18818,107496,43.0,6.3,15.0,121.727306,244076,111524,106.8552552,13.9,336.7559556,36398,22400,9410,6459,46243,84470,23568,36.3,5.8,51966,48519,81.7,11228,7.3,90.3,39004,231.8,9139,27344,128.3180028,44,6.4,10.8,42709,-846,4028,26154,149,34020,50795,28,12529,36773,60.23323849,2.8,1581,563,29491,103358,196291,120025,11403,61034,21283,263.2,2.75089957,5487
8.0,4335,60971,34.6,6.7,24.1,98.97580967,124714,63020,37.91039499,7.4,219.3427137,12121,18024,5246,5430,106600,34804,15872,28.4,6.2,19362,112335,87.5,9937,7.6,97.7,18755,271.0,1799,15937,77.23473012,14,5.8,9.1,45980,86,2049,22590,182,3682,118070,19,5827,30279,26.06689641,2.6,259,265,11185,3601,100617,113544,6220,13618,9137,306.5,1.147951399,2641
10.2,3683,18591,46.8,5.4,24.8,15.35210158,40574,19182,13.58788217,14.0,47.91947877,4605,5347,464,1709,47306,14449,4427,35.6,8.5,9098,52047,66.5,3330,6.2,72.9,8382,199.9,777,5264,13.99500973,40,8.4,12.8,5471,590,591,5430,147,631,56788,492,2594,9693,8.259883014,3.3,560,21,5332,1381,30888,37371,2615,5130,3947,224.8,0.739332332,1017
7.8,19588,244696,31.0,6.7,22.2,392.2303548,494228,252984,150.2347667,9.2,869.2312869,57694,58785,53118,22610,108789,120952,66031,25.6,5.6,70935,112396,87.5,36193,7.6,97.7,69634,271.0,9338,64763,306.0728242,41,5.1,8.7,184984,3,8288,79450,312,8565,116003,293,19702,110520,103.3002717,2.5,1550,207,52148,18612,389906,411403,21949,56554,33899,306.5,4.549206378,9826
12.0,3865,17623,52.7,7.1,25.4,26.39201529,39022,18655,18.04645012,11.2,76.05146627,4351,5347,161,1814,40273,16014,4560,37.6,9.8,7575,44623,83.7,3310,8.3,93.7,12071,248.6,778,4827,20.15954722,2,11.7,14.2,3877,-49,1032,5516,21,510,48973,24,3562,10004,7.464273487,3.5,135,19,4637,603,30385,37326,2985,4660,4317,292.7,0.647615857,1077
11.3,2597,7062,51.9,6.0,25.8,10.08688092,18529,7348,7.203050801,9.7,25.31767964,2325,2599,91,864,34171,7811,2343,38.5,11.1,3871,38249,80.1,1660,6.9,86.8,5128,240.7,281,1938,10.75238018,17,12.6,16.7,1854,64,286,2495,237,2043,42327,161,1888,4779,5.300505861,4.4,131,5,1903,7001,15037,11020,1674,2402,2517,265.2,0.188775607,660
9.9,282,1231,44.4,6.1,41.4,2.20137319,4426,1317,2.594307732,4.8,6.529526616,350,849,80,296,49873,1626,420,32.3,10.2,1370,55692,91.7,685,6.9,100.6,931,246.3,186,494,1.783770112,42,8.4,13.4,607,146,86,608,562,48,61511,563,309,1698,1.120656363,3.9,69,10,367,25,3661,4056,372,357,491,278.8,0.054035841,141
13.4,1111,6760,45.9,6.6,40.8,9.111263426,15902,7162,9.935953211,7.6,26.59128607,1316,3122,51,1177,40893,6077,1379,31.8,10.5,4432,44016,96.0,2494,7.4,104.9,4665,265.0,262,1562,8.161878279,3,8.3,13.9,2157,93,402,2314,63,274,47139,426,1097,6467,5.135181751,4.0,421,6,1331,80,13244,15082,1394,1207,1838,302.7,0.35991616,534
10.0,70,474,39.3,9.4,34.9,0.351996837,1087,492,0.600645766,7.3,1.178780106,95,219,8,86,38035,354,122,29.0,9.8,327,42754,88.0,150,9.8,91.5,372,236.2,39,99,0.515716296,59,8.4,12.8,203,-25,18,128,451,21,47473,454,76,462,0.400089428,3.8,12,0,104,2,899,1026,88,84,115,247.1,0.057301811,34
6.7,318,1628,48.1,5.5,38.3,0.942448102,4250,1722,2.233771594,7.9,3.37973034,362,977,35,223,40777,1680,411,33.1,10.7,1009,45311,68.9,542,5.8,73.9,1154,181.6,103,421,1.666849085,0,9.9,15.4,584,118,94,603,212,21,49845,324,347,1513,1.497256882,4.1,64,17,396,15,3496,4016,374,315,538,192.6,0.109023559,144
8.9,148,1785,42.7,8.6,31.7,1.253427942,3262,1827,2.000308308,13.1,3.542135599,314,488,13,330,47082,1087,291,31.9,8.8,881,52568,84.8,268,9.2,92.8,765,219.1,34,374,1.748883234,0,6.4,10.9,545,-19,42,470,6,61,58054,378,164,1048,1.493760733,3.4,18,1,396,4,2547,3192,225,331,278,240.4,0.210753371,87
12.1,5665,21791,51.3,7.4,25.0,28.23235047,53285,22719,19.56666386,10.8,79.51810337,5763,7085,402,2433,42282,21555,6663,35.2,10.0,9800,46029,77.8,4825,8.1,85.1,15867,225.8,1131,6683,45.24102328,10,11.9,15.1,5880,390,928,7495,177,965,49776,38,5010,13164,9.381924104,3.7,299,18,5907,2045,41979,49390,4197,6431,6339,253.1,0.905135295,1536
11.8,8351,22833,51.3,5.4,19.8,21.96719479,58057,23561,19.44278788,10.0,68.56758463,9515,6057,540,1868,41583,24078,9039,42.1,8.4,13503,45969,66.5,3947,6.2,72.9,15224,199.9,982,6231,20.02534332,25,8.6,13.8,4931,-155,728,7472,16,14357,50355,288,4027,11434,11.81899808,3.4,405,92,6025,12627,46952,43411,3964,7903,6495,224.8,1.057904501,1584
12.0,1721,15219,47.8,7.2,28.0,24.44226419,30169,15830,16.97013023,9.7,63.05378619,3040,4520,119,1841,50389,11621,3590,35.8,8.5,5635,54876,88.2,2772,8.7,100.8,10847,273.3,261,3333,16.4966438,0,8.9,12.4,4167,-121,611,4939,75,355,59363,8,2171,8608,13.35420159,3.3,64,6,3104,151,24299,29568,2061,3030,3007,320.5,0.468775113,798
6.6,79176,442599,29.0,7.3,16.1,1075.182184,807252,456319,230.5214929,11.6,2423.575026,144056,71822,74720,24885,66071,195128,89889,22.2,5.0,100097,68743,114.6,39802,9.6,134.3,122750,353.7,29450,89126,732.6162515,93,5.0,8.7,244827,5797,13720,88597,416,50684,71415,78,33452,125537,253.3280333,2.6,5947,1435,78002,199131,673163,496569,33415,181073,58311,449.5,8.771746307,17734
8.2,3150,26913,40.1,9.9,21.1,32.90530082,49421,27610,29.43327867,11.0,95.4806091,6305,6375,482,1681,56304,15433,6328,31.4,6.4,9842,61129,121.5,3440,11.7,130.3,13006,322.7,1131,6030,30.30128421,45,7.2,9.7,8081,414,697,7399,222,568,65954,248,2786,10296,19.49066979,2.7,487,16,5946,370,38472,46935,2468,5917,3750,367.1,1.10473432,1037
10.1,240,2918,48.0,6.3,25.0,2.40130448,5802,3005,3.56509022,9.8,7.598484633,622,818,17,304,50676,2155,707,38.0,8.3,1402,56451,80.5,502,6.8,88.0,1500,206.5,96,800,3.272151001,12,8.2,12.4,963,-32,87,840,334,98,62226,217,369,1490,1.657996122,3.2,43,0,657,66,4490,5580,372,552,558,227.6,0.276996948,145
7.8,50921,455773,29.7,6.7,22.6,743.3796456,936692,472001,284.7343819,9.9,1647.421823,118281,110959,158538,45285,98575,219583,128380,21.8,5.9,133974,100181,87.5,67297,7.6,97.7,153824,271.0,20497,116666,580.0884731,62,5.3,9.9,316107,3123,16228,139575,25,10436,101787,11,38773,211672,195.781174,2.7,4398,848,103166,68264,738337,684147,43823,107083,73191,306.5,8.621942141,19576
7.4,213,1360,51.2,5.8,31.2,0.720200381,2153,1386,1.234005203,12.6,2.545545245,224,302,8,134,42160,828,223,36.1,11.1,416,46777,68.5,244,6.2,73.9,580,189.1,65,279,0.617548621,8,10.2,15.2,354,4,26,252,352,7,51394,365,165,693,0.703273761,4.0,26,0,303,13,1618,2041,179,192,245,206.7,0.0682525,65
10.6,2628,18127,48.0,7.6,21.4,17.29737499,39135,18864,16.64051265,9.9,56.54271035,4155,4375,725,1609,37794,15397,4039,34.9,8.7,6638,41873,72.9,2973,8.3,77.3,7784,214.6,692,5166,25.6964548,27,10.4,12.4,6974,270,737,4530,398,3235,45952,117,3322,8253,8.635550248,3.1,123,21,4004,1624,32046,35950,2789,8284,3977,230.9,0.919607278,990
14.9,2655,6363,54.0,7.6,24.1,7.403373734,16750,6693,7.122232959,10.1,24.20059789,1832,2165,22,624,33840,7097,2233,39.4,11.2,2780,37732,72.9,1432,8.3,77.3,5175,214.6,194,2126,10.99822711,3,14.5,16.0,1262,-7,330,2575,284,341,41624,319,1912,4047,3.696064052,3.8,66,4,1833,79,13150,16385,1478,1930,2101,230.9,0.393597085,496
